Customer_ID,Age,Gender,Subscription_Length,Region,Payment_Method,Support_Tickets_Raised,Satisfaction_Score,Discount_Offered,Last_Activity,Monthly_Spend,Churned
CUST004184,41.0,Female,2,West,Debit Card,1,8.0,12.54,155,45.51,False
CUST004185,32.0,Female,42,West,Credit Card,3,8.0,12.12,160,54.95,False
CUST004186,39.0,Female,48,West,PayPal,1,9.0,9.53,64,62.35,False
CUST004187,47.0,Male,55,West,Debit Card,0,6.0,13.1,223,58.9,False
CUST004188,21.0,Male,13,West,Debit Card,5,6.0,8.73,362,40.95,True
CUST004189,30.0,Female,40,North,Debit Card,1,7.0,8.91,346,53.22,True
CUST004190,40.0,Male,41,South,Debit Card,2,5.0,16.36,146,50.65,False
CUST004191,25.0,Female,43,West,Debit Card,1,7.0,10.14,204,54.68,False
CUST004192,35.0,Female,43,North,Debit Card,0,9.0,5.77,67,58.51,False
CUST004193,29.0,Female,55,West,Credit Card,0,4.0,10.16,5,52.39,False
CUST004194,48.0,Male,58,East,Debit Card,0,2.0,14.58,59,48.71,True
CUST004195,31.0,Female,31,East,Credit Card,2,8.0,17.21,76,56.23,False
CUST004196,51.0,Female,16,North,Credit Card,2,7.0,19.43,260,49.78,False
CUST004197,35.0,Female,42,South,PayPal,2,6.0,16.19,248,51.49,False
CUST004198,51.0,Male,56,East,PayPal,2,6.0,11.43,16,57.7,False
CUST004199,28.0,Male,44,East,PayPal,1,3.0,9.49,75,42.94,True
CUST004200,58.0,Male,57,South,Debit Card,3,6.0,6.94,356,51.44,True
CUST004201,29.0,Female,6,East,PayPal,2,10.0,14.42,176,51.45,False
CUST004202,66.0,Male,28,West,Debit Card,4,6.0,12.65,322,45.92,True
CUST004203,32.0,Female,32,South,Debit Card,3,7.0,15.17,136,51.03,False
CUST004204,48.0,Male,44,East,PayPal,1,5.0,8.56,277,48.85,False
CUST004205,66.0,Female,10,South,PayPal,1,3.0,9.85,282,34.98,True
CUST004206,46.0,Male,50,West,Credit Card,2,2.0,9.38,168,41.84,True
CUST004207,43.0,Female,18,East,Credit Card,3,7.0,16.96,30,48.05,False
CUST004208,35.0,Male,4,North,Debit Card,3,4.0,7.57,322,31.29,True
CUST004209,49.0,Male,9,East,Debit Card,2,2.0,14.13,336,31.95,True
CUST004210,39.0,Male,7,East,PayPal,0,8.0,5.77,269,43.31,False
CUST004211,55.0,Female,50,West,PayPal,1,6.0,13.24,1,45.31,True
CUST004212,34.0,Male,8,North,Credit Card,3,6.0,5.96,171,37.52,False
CUST004213,40.0,Male,43,North,PayPal,4,4.0,7.64,129,40.99,False
CUST004214,41.0,Male,7,North,Debit Card,2,9.0,6.7,168,45.33,False
CUST004215,43.0,Male,41,West,PayPal,4,5.0,10.2,61,45.03,False
CUST004216,25.0,Female,40,West,Credit Card,3,6.0,10.16,117,44.58,False
CUST004217,58.0,Male,3,West,Debit Card,1,8.0,17.4,322,48.43,True
CUST004218,23.0,Female,17,West,Credit Card,2,3.0,8.39,123,34.68,True
CUST004219,22.0,Female,2,West,Credit Card,3,9.0,6.3,260,42.64,False
CUST004220,61.0,Female,15,North,Debit Card,2,8.0,14.05,226,48.63,False
CUST004221,46.0,Female,46,South,Credit Card,2,8.0,15.31,292,57.92,False
CUST004222,45.0,Male,29,West,PayPal,2,10.0,9.42,352,55.72,True
CUST004223,43.0,Female,50,South,PayPal,1,5.0,14.04,186,53.71,False
CUST004224,18.0,Female,48,East,Credit Card,3,1.0,16.64,85,41.74,True
CUST004225,60.0,Female,52,East,PayPal,4,10.0,10.21,218,62.38,False
CUST004226,36.0,Female,22,West,Credit Card,1,9.0,12.88,143,55.29,False
CUST004227,26.0,Male,4,East,PayPal,1,2.0,7.2,90,29.84,True
CUST004228,44.0,Male,57,South,Credit Card,1,1.0,5.35,341,39.04,True
CUST004229,51.0,Female,52,East,PayPal,2,6.0,19.72,268,59.64,False
CUST004230,61.0,Female,6,East,Debit Card,3,1.0,9.5,76,25.72,True
CUST004231,21.0,Female,38,South,Debit Card,2,10.0,9.18,69,59.0,False
CUST004232,53.0,Male,26,East,PayPal,4,10.0,19.6,298,58.7,False
CUST004233,35.0,Male,11,West,Credit Card,2,10.0,15.92,160,53.88,False
CUST004234,32.0,Male,26,South,PayPal,1,7.0,13.78,8,49.92,False
CUST004235,68.0,Male,17,South,Credit Card,4,7.0,15.49,219,46.99,False
CUST004236,30.0,Male,24,North,PayPal,1,1.0,15.65,310,35.56,True
CUST004237,36.0,Female,28,North,PayPal,2,6.0,16.45,88,58.24,False
CUST004238,66.0,Male,35,South,Debit Card,5,5.0,6.01,141,39.77,True
CUST004239,23.0,Male,31,South,Credit Card,0,3.0,11.19,29,42.01,True
CUST004240,65.0,Female,13,North,Credit Card,2,2.0,9.43,13,31.22,True
CUST004241,29.0,Male,54,West,Credit Card,2,5.0,6.06,314,49.23,True
CUST004242,68.0,Male,35,East,Credit Card,1,6.0,11.19,63,48.74,False
CUST004243,54.0,Male,16,East,Credit Card,4,2.0,14.24,343,32.58,True
CUST004244,43.0,Female,15,East,Debit Card,7,6.0,7.68,175,34.08,True
CUST004245,40.0,Male,43,South,PayPal,5,6.0,9.58,216,48.47,True
CUST004246,43.0,Female,18,West,Credit Card,2,1.0,14.59,235,32.41,True
CUST004247,46.0,Female,47,North,Credit Card,4,3.0,13.69,87,43.26,True
CUST004248,50.0,Male,37,West,PayPal,3,4.0,18.03,74,46.0,False
CUST004249,44.0,Male,48,West,Debit Card,2,2.0,16.87,294,44.33,True
CUST004250,42.0,Male,48,East,Debit Card,2,10.0,19.48,69,67.03,False
CUST004251,27.0,Male,49,North,Debit Card,1,5.0,13.96,69,52.52,False
CUST004252,64.0,Female,41,West,PayPal,2,4.0,15.48,223,46.69,False
CUST004253,40.0,Male,27,North,PayPal,5,2.0,17.91,285,36.54,True
CUST004254,43.0,Female,55,South,Debit Card,0,1.0,17.6,122,48.65,True
CUST004255,38.0,Female,35,East,Debit Card,0,8.0,15.78,263,58.14,False
CUST004256,60.0,Female,52,North,PayPal,3,2.0,12.5,221,45.03,True
CUST004257,43.0,Female,45,South,Debit Card,2,4.0,9.1,311,47.87,True
CUST004258,54.0,Female,54,South,Credit Card,2,10.0,18.16,164,68.38,False
CUST004259,50.0,Male,35,South,PayPal,4,5.0,16.65,263,46.06,False
CUST004260,43.0,Female,28,West,Debit Card,2,2.0,17.57,92,40.05,True
CUST004261,43.0,Female,39,West,Credit Card,1,10.0,7.11,266,57.83,False
CUST004262,28.0,Male,38,East,PayPal,4,9.0,9.72,336,53.09,True
CUST004263,34.0,Male,9,East,PayPal,0,2.0,11.37,74,31.7,True
CUST004264,21.0,Female,12,South,Credit Card,3,6.0,17.58,314,43.16,True
CUST004265,64.0,Female,15,East,PayPal,1,7.0,18.39,90,48.76,False
CUST004266,42.0,Male,21,West,Debit Card,3,6.0,9.27,354,42.96,True
CUST004267,47.0,Female,52,East,PayPal,2,4.0,15.3,296,50.1,False
CUST004268,26.0,Male,35,North,Debit Card,2,1.0,6.17,129,33.96,True
CUST004269,38.0,Male,42,West,Credit Card,2,2.0,11.14,49,41.52,True
CUST004270,37.0,Female,33,South,Credit Card,2,10.0,12.3,86,59.82,False
CUST004271,36.0,Male,51,South,PayPal,0,10.0,16.48,144,68.19,False
CUST004272,36.0,Female,19,East,Credit Card,2,6.0,18.38,135,47.8,False
CUST004273,29.0,Female,55,West,Credit Card,2,8.0,10.06,115,59.47,False
CUST004274,54.0,Female,23,South,PayPal,2,3.0,12.92,277,39.73,True
CUST004275,43.0,Male,13,South,Debit Card,0,7.0,14.71,66,49.54,False
CUST004276,34.0,Female,44,West,PayPal,2,9.0,9.93,187,59.57,False
CUST004277,54.0,Male,1,West,PayPal,3,4.0,19.78,345,34.93,True
CUST004278,65.0,Female,51,South,Debit Card,2,6.0,18.14,201,58.81,False
CUST004279,56.0,Female,29,East,Debit Card,1,7.0,9.45,138,50.76,False
CUST004280,45.0,Male,24,East,Debit Card,0,10.0,12.62,52,59.09,False
CUST004281,43.0,Female,16,East,PayPal,0,9.0,8.46,213,51.4,False
CUST004282,52.0,Female,25,North,Debit Card,1,3.0,12.72,158,39.69,True
CUST004283,64.0,Male,55,West,Credit Card,2,6.0,15.25,290,45.01,True
CUST004284,65.0,Male,23,South,Debit Card,1,8.0,6.28,350,46.86,True
CUST004285,43.0,Male,28,North,Credit Card,0,4.0,18.05,206,48.22,False
CUST004286,31.0,Female,47,East,Debit Card,1,2.0,13.91,342,44.95,True
CUST004287,52.0,Male,16,North,Credit Card,3,5.0,19.84,321,43.13,True
CUST004288,61.0,Male,43,South,Credit Card,0,6.0,5.38,316,46.09,True
CUST004289,43.0,Female,56,South,Credit Card,1,1.0,17.47,136,46.45,True
CUST004290,24.0,Male,38,West,Credit Card,1,7.0,16.88,75,56.17,False
CUST004291,58.0,Female,11,East,Credit Card,2,4.0,6.99,69,34.35,False
CUST004292,30.0,Female,3,East,Debit Card,2,8.0,10.03,301,44.26,True
CUST004293,35.0,Male,15,North,PayPal,1,9.0,18.27,49,55.09,False
CUST004294,54.0,Female,1,East,PayPal,1,8.0,12.78,202,43.58,False
CUST004295,30.0,Male,7,North,PayPal,2,1.0,11.02,62,26.32,True
CUST004296,53.0,Male,1,South,PayPal,2,8.0,18.58,167,46.11,False
CUST004297,43.0,Male,49,South,PayPal,0,5.0,6.4,205,50.86,False
CUST004298,19.0,Male,32,South,Credit Card,3,1.0,12.1,149,35.11,True
CUST004299,33.0,Female,9,South,Debit Card,3,9.0,14.79,121,50.67,False
CUST004300,26.0,Female,29,South,Credit Card,3,6.0,14.13,309,53.65,True
CUST004301,26.0,Male,26,North,Debit Card,1,7.0,8.96,97,49.89,False
CUST004302,55.0,Male,23,South,Debit Card,1,7.0,13.45,53,47.99,False
CUST004303,28.0,Female,45,North,Debit Card,1,1.0,15.63,9,42.63,True
CUST004304,39.0,Male,43,South,Debit Card,3,9.0,13.77,331,58.93,True
CUST004305,50.0,Female,29,North,PayPal,0,6.0,15.27,251,39.08,True
CUST004306,53.0,Male,52,North,Debit Card,1,6.0,8.84,360,56.01,True
CUST004307,62.0,Female,38,North,Debit Card,2,9.0,17.49,349,60.36,True
CUST004308,40.0,Female,33,East,PayPal,4,6.0,11.75,124,52.24,False
CUST004309,62.0,Female,7,North,Credit Card,4,5.0,19.81,122,40.57,False
CUST004310,62.0,Male,12,North,Credit Card,0,6.0,5.35,199,41.52,False
CUST004311,51.0,Male,31,South,Credit Card,9,2.0,10.7,317,29.21,True
CUST004312,26.0,Male,32,North,Credit Card,0,2.0,7.71,95,38.18,True
CUST004313,41.0,Male,54,North,Debit Card,0,10.0,13.33,30,67.54,False
CUST004314,25.0,Male,20,West,PayPal,0,9.0,8.65,92,53.35,False
CUST004315,24.0,Female,55,East,PayPal,0,1.0,16.06,84,48.62,True
CUST004316,43.0,Female,51,West,Credit Card,0,10.0,18.23,15,68.02,False
CUST004317,43.0,Female,17,South,PayPal,4,5.0,8.16,143,35.44,False
CUST004318,20.0,Female,36,East,Debit Card,1,7.0,7.41,309,51.07,True
CUST004319,45.0,Female,3,East,Credit Card,2,10.0,18.13,209,52.23,False
CUST004320,23.0,Female,1,West,Debit Card,2,6.0,10.42,23,38.23,False
CUST004321,61.0,Female,50,East,Debit Card,1,6.0,11.52,326,54.54,True
CUST004322,61.0,Male,27,West,Debit Card,3,6.0,8.31,144,44.28,False
CUST004323,38.0,Female,53,North,Debit Card,1,8.0,11.38,87,60.1,False
CUST004324,45.0,Male,47,West,Debit Card,0,7.0,8.47,193,54.63,False
CUST004325,57.0,Female,40,East,Credit Card,3,5.0,14.99,173,47.61,False
CUST004326,18.0,Female,33,East,Debit Card,4,10.0,12.48,263,56.18,False
CUST004327,53.0,Male,20,South,Credit Card,1,2.0,16.82,295,36.96,True
CUST004328,43.0,Female,14,South,PayPal,2,10.0,9.69,360,51.61,True
CUST004329,60.0,Male,36,South,Debit Card,2,6.0,12.58,50,49.75,False
CUST004330,52.0,Female,5,South,Debit Card,2,10.0,8.89,48,48.19,False
CUST004331,30.0,Male,23,East,PayPal,0,5.0,19.02,49,49.12,False
CUST004332,66.0,Female,45,South,Credit Card,2,6.0,12.83,168,45.9,False
CUST004333,27.0,Male,56,West,Debit Card,0,10.0,7.6,167,64.65,False
CUST004334,61.0,Male,15,North,PayPal,2,5.0,9.09,82,38.0,False
CUST004335,64.0,Female,6,East,PayPal,4,9.0,6.24,63,43.5,False
CUST004336,27.0,Female,33,South,Debit Card,1,2.0,5.42,228,38.72,True
CUST004337,63.0,Male,55,East,Credit Card,1,6.0,12.89,214,55.86,False
CUST004338,30.0,Female,19,South,Credit Card,1,9.0,10.06,130,51.79,False
CUST004339,54.0,Male,13,East,Debit Card,2,10.0,19.46,154,55.54,False
CUST004340,55.0,Female,29,South,PayPal,3,5.0,7.57,242,41.61,False
CUST004341,41.0,Male,6,North,Debit Card,1,6.0,16.91,96,43.45,False
CUST004342,19.0,Female,15,South,Credit Card,3,10.0,9.74,232,51.05,False
CUST004343,43.0,Male,16,West,PayPal,4,6.0,8.35,238,34.84,False
CUST004344,34.0,Female,24,East,Debit Card,1,5.0,19.54,18,47.05,False
CUST004345,53.0,Male,23,East,PayPal,2,8.0,17.04,344,53.29,True
CUST004346,31.0,Male,48,West,Credit Card,3,6.0,14.46,324,38.74,True
CUST004347,27.0,Female,10,West,Credit Card,3,1.0,15.46,246,29.37,True
CUST004348,52.0,Female,54,North,Credit Card,0,10.0,19.87,60,70.0,False
CUST004349,42.0,Male,41,East,Debit Card,2,4.0,13.9,130,46.62,False
CUST004350,20.0,Male,41,North,PayPal,3,10.0,6.53,350,56.65,True
CUST004351,64.0,Male,49,East,Debit Card,4,3.0,5.97,49,39.89,True
CUST004352,55.0,Male,17,East,Debit Card,2,5.0,15.0,166,42.43,False
CUST004353,34.0,Female,49,North,Debit Card,1,10.0,14.86,168,66.17,False
CUST004354,29.0,Male,56,East,Debit Card,3,8.0,16.22,253,61.58,False
CUST004355,43.0,Male,44,East,PayPal,2,6.0,6.63,336,36.73,True
CUST004356,41.0,Male,45,North,PayPal,1,5.0,19.17,309,53.81,True
CUST004357,46.0,Female,30,South,Debit Card,4,5.0,13.27,64,44.42,False
CUST004358,60.0,Male,44,North,Debit Card,5,2.0,14.74,33,41.1,True
CUST004359,42.0,Female,46,East,Credit Card,2,5.0,5.52,58,45.37,False
CUST004360,53.0,Female,10,West,Credit Card,1,8.0,19.41,306,51.67,True
CUST004361,43.0,Female,55,South,PayPal,3,10.0,13.44,64,64.15,False
CUST004362,55.0,Female,19,West,Credit Card,3,7.0,13.45,125,47.25,False
CUST004363,18.0,Female,29,South,PayPal,2,2.0,19.15,61,40.86,True
CUST004364,37.0,Female,2,West,PayPal,3,6.0,18.94,249,41.52,False
CUST004365,43.0,Female,36,South,PayPal,0,10.0,8.3,138,60.44,False
CUST004366,43.0,Male,19,North,Credit Card,4,1.0,18.97,66,32.59,True
CUST004367,64.0,Male,7,South,Credit Card,1,6.0,16.05,179,55.6,False
CUST004368,34.0,Female,26,South,PayPal,0,10.0,5.28,286,55.95,False
CUST004369,57.0,Male,15,South,PayPal,2,3.0,8.6,281,34.83,True
CUST004370,43.0,Male,47,East,Debit Card,2,6.0,11.19,171,52.07,False
CUST004371,29.0,Female,56,West,PayPal,0,9.0,13.74,243,66.05,False
CUST004372,44.0,Male,38,North,PayPal,3,1.0,15.52,120,38.87,True
CUST004373,43.0,Female,3,West,Debit Card,4,6.0,8.15,344,35.89,True
CUST004374,64.0,Male,38,West,PayPal,2,2.0,17.55,192,41.53,True
CUST004375,47.0,Female,16,North,PayPal,0,9.0,17.69,187,56.27,False
CUST004376,58.0,Female,2,East,PayPal,2,2.0,14.52,227,30.93,True
CUST004377,51.0,Male,31,South,Debit Card,3,3.0,18.82,266,42.48,True
CUST004378,54.0,Male,28,East,Credit Card,2,2.0,17.19,192,39.97,True
CUST004379,23.0,Female,7,East,PayPal,2,4.0,8.32,240,33.77,False
CUST004380,24.0,Female,30,South,Debit Card,3,6.0,16.98,94,41.64,False
CUST004381,49.0,Female,43,West,PayPal,2,10.0,19.3,126,63.84,False
CUST004382,49.0,Male,58,South,Debit Card,1,1.0,7.06,99,43.2,True
CUST004383,42.0,Male,7,North,PayPal,1,8.0,19.68,344,50.5,True
CUST004384,50.0,Male,36,South,Debit Card,3,5.0,5.37,243,42.57,False
CUST004385,24.0,Male,29,West,Credit Card,1,8.0,12.83,20,53.91,False
CUST004386,69.0,Female,24,East,Credit Card,4,6.0,16.61,117,44.88,False
CUST004387,29.0,Female,52,East,Credit Card,1,2.0,16.86,359,47.36,True
CUST004388,33.0,Female,39,South,PayPal,3,7.0,16.02,99,53.94,False
CUST004389,33.0,Female,4,North,Debit Card,2,6.0,12.94,330,50.7,True
CUST004390,60.0,Male,29,West,PayPal,3,9.0,14.76,155,57.17,False
CUST004391,53.0,Female,44,East,PayPal,1,7.0,15.5,307,56.77,True
CUST004392,30.0,Female,5,South,Debit Card,1,5.0,12.42,185,40.68,False
CUST004393,43.0,Male,55,North,PayPal,4,4.0,13.94,335,47.81,True
CUST004394,53.0,Male,29,North,Debit Card,1,6.0,17.7,3,56.84,False
CUST004395,64.0,Female,30,East,Debit Card,1,6.0,9.69,157,47.82,False
CUST004396,68.0,Male,29,East,Credit Card,3,5.0,12.85,175,43.9,False
CUST004397,26.0,Female,26,West,Credit Card,0,6.0,5.13,336,47.86,True
CUST004398,49.0,Male,19,North,Credit Card,2,6.0,15.31,69,37.83,True
CUST004399,28.0,Male,26,West,Debit Card,1,9.0,7.93,21,53.97,False
CUST004400,25.0,Female,37,North,Credit Card,3,4.0,12.22,298,42.77,False
CUST004401,50.0,Male,27,North,Debit Card,1,4.0,8.15,118,41.29,False
CUST004402,40.0,Female,30,South,PayPal,1,8.0,5.35,277,51.23,False
CUST004403,42.0,Male,51,East,Credit Card,3,6.0,12.25,130,54.21,False
CUST004404,43.0,Male,53,North,Debit Card,1,1.0,11.37,206,43.86,True
CUST004405,62.0,Male,30,West,Debit Card,3,6.0,11.38,197,36.66,True
CUST004406,39.0,Male,3,East,Debit Card,3,9.0,8.13,135,43.23,False
CUST004407,21.0,Male,59,West,Debit Card,4,6.0,19.21,203,56.72,False
CUST004408,57.0,Female,58,East,Credit Card,3,7.0,5.05,35,52.69,False
CUST004409,20.0,Male,43,East,Credit Card,3,9.0,18.37,30,59.75,False
CUST004410,46.0,Female,7,North,Credit Card,0,3.0,16.05,311,37.62,True
CUST004411,58.0,Male,49,South,Debit Card,3,5.0,7.58,257,46.66,False
CUST004412,46.0,Female,57,North,PayPal,2,5.0,12.08,182,54.44,False
CUST004413,51.0,Male,9,East,Debit Card,4,10.0,19.83,208,52.24,False
CUST004414,43.0,Female,53,North,PayPal,1,7.0,14.66,129,59.62,False
CUST004415,45.0,Female,41,North,Credit Card,1,2.0,6.91,63,39.29,True
CUST004416,30.0,Male,42,East,Debit Card,0,4.0,11.86,342,47.13,True
CUST004417,32.0,Male,13,East,Debit Card,2,4.0,12.02,77,38.6,False
CUST004418,40.0,Male,15,North,Credit Card,0,8.0,17.03,15,53.71,False
CUST004419,61.0,Female,54,North,Debit Card,2,10.0,18.74,325,68.98,True
CUST004420,43.0,Female,5,North,PayPal,2,3.0,6.23,59,30.31,True
CUST004421,43.0,Male,29,West,PayPal,1,2.0,9.71,151,36.6,True
CUST004422,43.0,Male,35,North,PayPal,0,9.0,9.48,108,57.0,False
CUST004423,43.0,Female,27,West,Debit Card,4,4.0,19.94,107,43.72,False
CUST004424,26.0,Female,27,South,Debit Card,3,9.0,13.39,139,55.24,False
CUST004425,22.0,Male,8,West,PayPal,2,6.0,18.2,280,44.49,False
CUST004426,49.0,Female,32,North,Debit Card,0,1.0,11.39,72,38.77,True
CUST004427,37.0,Male,20,South,PayPal,1,3.0,15.84,111,39.69,True
CUST004428,67.0,Male,10,West,Credit Card,0,7.0,9.3,226,46.25,False
CUST004429,43.0,Male,13,West,PayPal,3,9.0,18.68,106,51.72,False
CUST004430,32.0,Female,29,East,Credit Card,2,8.0,11.83,159,52.46,False
CUST004431,49.0,Female,35,South,Credit Card,0,5.0,17.06,150,51.16,False
CUST004432,45.0,Female,54,East,Credit Card,1,8.0,8.84,14,60.31,False
CUST004433,39.0,Female,8,South,PayPal,3,2.0,15.4,5,32.4,True
CUST004434,58.0,Male,29,West,PayPal,1,3.0,11.08,127,39.06,True
CUST004435,34.0,Female,31,East,Debit Card,2,8.0,5.47,273,50.96,False
CUST004436,43.0,Male,41,North,Debit Card,1,9.0,11.2,338,61.58,True
CUST004437,61.0,Male,30,West,Credit Card,2,10.0,13.25,211,57.87,False
CUST004438,24.0,Male,22,South,PayPal,3,8.0,7.28,327,46.51,True
CUST004439,59.0,Female,21,South,Debit Card,1,4.0,7.76,346,40.22,True
CUST004440,43.0,Male,12,East,Debit Card,2,6.0,11.97,217,42.25,False
CUST004441,42.0,Male,11,East,Debit Card,1,5.0,10.14,79,39.67,False
CUST004442,27.0,Female,2,South,PayPal,2,4.0,11.61,93,35.9,False
CUST004443,43.0,Male,50,West,Debit Card,2,9.0,11.91,238,59.7,False
CUST004444,36.0,Female,41,East,Credit Card,3,6.0,7.1,234,56.46,False
CUST004445,28.0,Female,2,North,PayPal,1,6.0,7.72,177,31.18,True
CUST004446,30.0,Female,34,South,Debit Card,0,1.0,17.72,255,39.94,True
CUST004447,43.0,Male,3,North,Debit Card,2,7.0,7.44,321,39.35,True
CUST004448,43.0,Female,16,South,PayPal,4,10.0,14.99,132,52.11,False
CUST004449,21.0,Female,51,North,Debit Card,2,8.0,11.28,265,59.5,False
CUST004450,64.0,Female,4,West,Debit Card,2,6.0,19.52,292,36.75,True
CUST004451,48.0,Female,23,South,Credit Card,2,3.0,5.99,179,33.31,True
CUST004452,45.0,Male,57,West,PayPal,2,6.0,17.46,344,57.74,True
CUST004453,28.0,Female,50,East,Debit Card,1,2.0,12.37,146,44.29,True
CUST004454,60.0,Male,20,South,PayPal,0,6.0,5.08,143,43.32,False
CUST004455,18.0,Female,25,West,PayPal,0,5.0,8.95,20,43.38,False
CUST004456,66.0,Male,30,North,Credit Card,2,7.0,11.12,58,50.11,False
CUST004457,64.0,Female,18,West,Credit Card,2,9.0,9.71,296,49.66,False
CUST004458,69.0,Male,42,South,PayPal,1,9.0,10.44,66,59.71,False
CUST004459,55.0,Female,11,West,Credit Card,0,1.0,18.75,345,35.17,True
CUST004460,41.0,Male,29,North,Credit Card,1,7.0,10.41,13,49.23,False
CUST004461,43.0,Male,17,North,Debit Card,2,3.0,11.28,62,37.23,True
CUST004462,48.0,Male,26,North,Credit Card,3,4.0,16.42,46,43.83,False
CUST004463,58.0,Female,56,East,Credit Card,1,2.0,16.91,93,49.35,True
CUST004464,63.0,Male,57,South,Debit Card,4,1.0,6.26,223,37.69,True
CUST004465,67.0,Male,23,North,Debit Card,1,10.0,15.56,23,57.42,False
CUST004466,43.0,Male,56,East,PayPal,3,3.0,12.24,357,47.89,True
CUST004467,43.0,Male,52,North,Credit Card,1,6.0,7.01,67,63.73,False
CUST004468,67.0,Female,48,West,Debit Card,2,6.0,8.97,114,58.17,False
CUST004469,22.0,Male,20,South,Credit Card,1,6.0,5.68,206,29.45,True
CUST004470,37.0,Male,45,West,PayPal,3,3.0,10.4,66,43.06,True
CUST004471,69.0,Male,2,East,Credit Card,1,5.0,8.83,50,35.14,False
CUST004472,58.0,Female,24,West,Credit Card,3,3.0,10.73,141,35.84,True
CUST004473,28.0,Male,31,West,Credit Card,0,4.0,13.71,258,45.11,False
CUST004474,50.0,Male,27,North,Debit Card,0,4.0,15.99,34,45.09,False
CUST004475,67.0,Male,2,West,Debit Card,3,1.0,14.08,296,25.82,True
CUST004476,55.0,Male,57,North,PayPal,2,6.0,15.18,253,58.2,False
CUST004477,44.0,Female,14,North,Credit Card,2,7.0,17.98,69,46.54,False
CUST004478,43.0,Male,4,South,PayPal,4,7.0,18.11,189,43.39,False
CUST004479,32.0,Male,49,East,PayPal,1,6.0,17.91,153,57.71,False
CUST004480,49.0,Female,13,East,Debit Card,3,7.0,7.3,203,42.42,False
CUST004481,38.0,Female,36,East,Credit Card,2,3.0,8.77,77,40.54,True
CUST004482,43.0,Female,35,North,Credit Card,6,5.0,12.53,191,41.69,True
CUST004483,22.0,Male,44,East,PayPal,2,6.0,10.38,28,52.67,False
CUST004484,23.0,Female,54,North,Credit Card,1,10.0,6.98,213,64.48,False
CUST004485,55.0,Male,55,South,Debit Card,1,5.0,9.32,56,52.96,False
CUST004486,39.0,Female,8,East,PayPal,1,10.0,19.63,112,55.52,False
CUST004487,35.0,Male,2,North,PayPal,4,2.0,10.2,243,26.81,True
CUST004488,31.0,Female,6,East,Debit Card,2,6.0,11.28,154,39.59,False
CUST004489,27.0,Male,31,East,Debit Card,4,7.0,5.1,155,44.55,False
CUST004490,63.0,Female,54,South,Debit Card,4,2.0,15.79,282,43.69,True
CUST004491,30.0,Male,10,West,Debit Card,0,10.0,11.2,271,54.13,False
CUST004492,48.0,Male,44,East,Debit Card,1,8.0,6.55,50,54.28,False
CUST004493,47.0,Male,21,South,Debit Card,1,5.0,19.53,68,47.07,False
CUST004494,20.0,Male,42,East,PayPal,3,8.0,16.66,132,56.68,False
CUST004495,47.0,Male,10,East,Credit Card,2,3.0,15.89,158,36.31,True
CUST004496,23.0,Male,23,East,Credit Card,4,2.0,19.37,333,37.17,True
CUST004497,46.0,Male,3,East,PayPal,1,7.0,11.11,265,41.65,False
CUST004498,25.0,Male,32,West,Credit Card,1,6.0,15.78,170,49.2,False
CUST004499,43.0,Female,20,West,Credit Card,4,5.0,8.09,270,36.27,False
CUST004500,62.0,Male,10,East,PayPal,5,8.0,15.46,220,46.92,True
CUST004501,60.0,Male,29,East,Credit Card,2,9.0,5.21,40,50.89,False
CUST004502,61.0,Female,41,South,Credit Card,2,8.0,6.89,289,54.39,False
CUST004503,43.0,Male,52,South,PayPal,2,10.0,11.38,79,64.09,False
CUST004504,34.0,Female,51,North,Credit Card,1,2.0,5.18,239,41.93,True
CUST004505,65.0,Male,46,West,Debit Card,4,10.0,11.93,60,58.8,False
CUST004506,28.0,Female,34,East,PayPal,2,7.0,12.84,320,52.56,True
CUST004507,30.0,Female,37,West,Credit Card,1,5.0,14.32,318,49.61,True
CUST004508,67.0,Male,20,South,Credit Card,3,7.0,6.51,335,43.63,True
CUST004509,28.0,Female,8,West,Debit Card,1,3.0,7.72,237,32.47,True
CUST004510,48.0,Male,7,West,PayPal,1,4.0,14.2,76,38.13,False
CUST004511,45.0,Male,6,East,PayPal,3,7.0,14.87,306,42.25,True
CUST004512,61.0,Male,11,East,Credit Card,1,2.0,5.39,39,29.64,True
CUST004513,23.0,Male,44,South,Debit Card,0,2.0,13.11,199,44.34,True
CUST004514,58.0,Female,18,East,Debit Card,1,1.0,16.77,105,34.38,True
CUST004515,33.0,Male,51,South,Debit Card,4,1.0,6.04,70,36.15,True
CUST004516,21.0,Female,42,South,Debit Card,2,1.0,11.2,282,38.66,True
CUST004517,52.0,Female,57,North,Debit Card,0,6.0,9.9,58,57.3,False
CUST004518,43.0,Male,29,North,Debit Card,3,5.0,18.7,329,46.85,True
CUST004519,43.0,Male,25,North,PayPal,3,10.0,7.79,179,53.21,False
CUST004520,29.0,Male,21,West,Credit Card,4,8.0,9.78,308,46.63,True
CUST004521,28.0,Male,46,North,Credit Card,2,5.0,18.48,222,53.24,False
CUST004522,43.0,Female,3,East,Debit Card,2,1.0,9.96,144,26.15,True
CUST004523,42.0,Male,18,East,PayPal,3,8.0,12.97,304,49.47,True
CUST004524,35.0,Female,24,North,PayPal,1,6.0,5.5,27,42.54,False
CUST004525,36.0,Male,47,West,Debit Card,3,8.0,19.77,161,60.07,False
